,Year,ACCIDENT_TYPE,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,ALCOHOL_RELATED,TOTAL_PERSONS,INJ_OR_FATAL,DRIVER,OLD_DRIVER,YOUNG_DRIVER
287,2013,No collision and no object struck,Not at intersection,Serious injury accident,100 km/hr,Yes,2,2,1,0,0
288,2013,No collision and no object struck,Not at intersection,Serious injury accident,40 km/hr,No,2,1,0,0,0
289,2013,No collision and no object struck,Not at intersection,Serious injury accident,50 km/hr,No,11,8,2,0,0
290,2013,No collision and no object struck,Not at intersection,Serious injury accident,50 km/hr,Yes,1,1,1,0,0
291,2013,No collision and no object struck,Not at intersection,Serious injury accident,60 km/hr,No,20,15,3,0,1
292,2013,No collision and no object struck,Not at intersection,Serious injury accident,70 km/hr,No,2,2,0,0,0
293,2013,No collision and no object struck,Not at intersection,Serious injury accident,80 km/hr,No,15,12,3,0,1
294,2013,No collision and no object struck,Not at intersection,Serious injury accident,Not known,No,10,9,2,0,0
295,2013,No collision and no object struck,Not at intersection,Serious injury accident,Not known,Yes,1,1,0,0,0
296,2013,No collision and no object struck,T intersection,Other injury accident,100 km/hr,No,13,9,4,1,0
297,2013,No collision and no object struck,T intersection,Other injury accident,100 km/hr,Yes,1,1,1,0,0
298,2013,No collision and no object struck,T intersection,Other injury accident,110 km/hr,No,1,1,1,0,0
299,2013,No collision and no object struck,T intersection,Other injury accident,40 km/hr,No,8,6,1,0,0
300,2013,No collision and no object struck,T intersection,Other injury accident,50 km/hr,No,18,12,3,0,0
301,2013,No collision and no object struck,T intersection,Other injury accident,60 km/hr,No,11,8,3,0,1
302,2013,No collision and no object struck,T intersection,Other injury accident,70 km/hr,No,4,2,1,0,0
303,2013,No collision and no object struck,T intersection,Other injury accident,80 km/hr,No,4,4,1,0,0
304,2013,No collision and no object struck,T intersection,Other injury accident,Camping grounds or off road,No,1,1,0,0,0
305,2013,No collision and no object struck,T intersection,Other injury accident,Not known,No,8,7,1,0,0
306,2013,No collision and no object struck,T intersection,Serious injury accident,100 km/hr,No,4,4,1,0,0
307,2013,No collision and no object struck,T intersection,Serious injury accident,50 km/hr,No,17,12,3,0,0
308,2013,No collision and no object struck,T intersection,Serious injury accident,50 km/hr,Yes,1,1,1,0,1
309,2013,No collision and no object struck,T intersection,Serious injury accident,60 km/hr,No,13,9,3,0,0
310,2013,No collision and no object struck,T intersection,Serious injury accident,70 km/hr,No,3,2,1,0,0
311,2013,No collision and no object struck,T intersection,Serious injury accident,80 km/hr,No,3,3,1,0,0
312,2013,No collision and no object struck,T intersection,Serious injury accident,Not known,No,7,6,1,0,0
313,2013,No collision and no object struck,Unknown,Other injury accident,40 km/hr,No,1,1,0,0,0
314,2013,No collision and no object struck,Unknown,Other injury accident,Not known,No,1,1,0,0,0
315,2013,No collision and no object struck,Y intersection,Other injury accident,Not known,No,1,1,0,0,0
316,2013,No collision and no object struck,Y intersection,Serious injury accident,100 km/hr,No,1,1,0,0,0
317,2013,Other accident,Not at intersection,Other injury accident,100 km/hr,No,1,1,0,0,0
318,2013,Other accident,Not at intersection,Other injury accident,50 km/hr,No,5,2,1,0,0
319,2013,Other accident,Not at intersection,Other injury accident,60 km/hr,Yes,1,1,1,0,1
320,2013,Other accident,T intersection,Other injury accident,60 km/hr,No,2,1,0,0,0
321,2013,Other accident,Y intersection,Serious injury accident,50 km/hr,No,1,1,0,0,0
322,2013,Struck Pedestrian,Cross intersection,Fatal accident,50 km/hr,No,6,5,2,1,1
323,2013,Struck Pedestrian,Cross intersection,Fatal accident,60 km/hr,No,5,2,2,0,0
324,2013,Struck Pedestrian,Cross intersection,Fatal accident,70 km/hr,No,2,1,1,0,0
325,2013,Struck Pedestrian,Cross intersection,Fatal accident,80 km/hr,No,2,1,1,0,0
326,2013,Struck Pedestrian,Cross intersection,Other injury accident,100 km/hr,No,2,1,1,0,0
327,2013,Struck Pedestrian,Cross intersection,Other injury accident,40 km/hr,No,67,33,24,0,1
328,2013,Struck Pedestrian,Cross intersection,Other injury accident,50 km/hr,No,47,22,17,2,3
329,2013,Struck Pedestrian,Cross intersection,Other injury accident,60 km/hr,No,80,39,33,1,3
330,2013,Struck Pedestrian,Cross intersection,Other injury accident,70 km/hr,No,10,4,3,0,0
331,2013,Struck Pedestrian,Cross intersection,Other injury accident,80 km/hr,No,10,6,3,0,0
332,2013,Struck Pedestrian,Cross intersection,Other injury accident,Not known,No,15,7,3,0,0
333,2013,Struck Pedestrian,Cross intersection,Other injury accident,Other speed limit,No,2,1,1,0,0
334,2013,Struck Pedestrian,Cross intersection,Serious injury accident,30km/hr,No,2,1,1,0,0
335,2013,Struck Pedestrian,Cross intersection,Serious injury accident,40 km/hr,No,17,8,8,0,1
336,2013,Struck Pedestrian,Cross intersection,Serious injury accident,50 km/hr,No,47,21,20,1,7
337,2013,Struck Pedestrian,Cross intersection,Serious injury accident,50 km/hr,Yes,3,1,1,0,1
338,2013,Struck Pedestrian,Cross intersection,Serious injury accident,60 km/hr,No,58,29,24,2,7
339,2013,Struck Pedestrian,Cross intersection,Serious injury accident,70 km/hr,No,17,7,7,1,1
340,2013,Struck Pedestrian,Cross intersection,Serious injury accident,80 km/hr,No,7,4,3,0,3
341,2013,Struck Pedestrian,Cross intersection,Serious injury accident,Not known,No,2,1,1,0,0
342,2013,Struck Pedestrian,Dead end,Other injury accident,40 km/hr,No,2,2,1,0,0
343,2013,Struck Pedestrian,Dead end,Other injury accident,50 km/hr,No,4,2,2,0,0
344,2013,Struck Pedestrian,Multiple intersection,Other injury accident,40 km/hr,No,4,2,2,1,0
345,2013,Struck Pedestrian,Multiple intersection,Other injury accident,50 km/hr,No,2,1,1,0,0
346,2013,Struck Pedestrian,Multiple intersection,Other injury accident,60 km/hr,No,8,4,4,0,1
347,2013,Struck Pedestrian,Multiple intersection,Other injury accident,Not known,No,2,1,0,0,0
348,2013,Struck Pedestrian,Multiple intersection,Serious injury accident,100 km/hr,No,2,1,1,0,1
349,2013,Struck Pedestrian,Multiple intersection,Serious injury accident,50 km/hr,No,4,3,1,0,0
350,2013,Struck Pedestrian,Multiple intersection,Serious injury accident,60 km/hr,No,2,2,1,0,0
351,2013,Struck Pedestrian,Not at intersection,Fatal accident,100 km/hr,No,12,10,4,0,1
352,2013,Struck Pedestrian,Not at intersection,Fatal accident,50 km/hr,No,2,1,1,0,0
353,2013,Struck Pedestrian,Not at intersection,Fatal accident,50 km/hr,Yes,5,2,2,0,1
354,2013,Struck Pedestrian,Not at intersection,Fatal accident,60 km/hr,No,4,3,1,0,0
355,2013,Struck Pedestrian,Not at intersection,Fatal accident,70 km/hr,No,2,1,1,0,1
356,2013,Struck Pedestrian,Not at intersection,Fatal accident,80 km/hr,No,5,2,2,1,0
357,2013,Struck Pedestrian,Not at intersection,Other injury accident,40 km/hr,No,35,18,12,1,1
358,2013,Struck Pedestrian,Not at intersection,Other injury accident,50 km/hr,No,126,66,52,3,7
359,2013,Struck Pedestrian,Not at intersection,Other injury accident,50 km/hr,Yes,2,1,1,0,1
360,2013,Struck Pedestrian,Not at intersection,Other injury accident,60 km/hr,No,68,32,27,0,3
361,2013,Struck Pedestrian,Not at intersection,Other injury accident,70 km/hr,No,20,6,7,1,0
362,2013,Struck Pedestrian,Not at intersection,Other injury accident,80 km/hr,No,4,1,1,0,0
363,2013,Struck Pedestrian,Not at intersection,Other injury accident,90 km/hr,No,2,1,1,0,1
364,2013,Struck Pedestrian,Not at intersection,Other injury accident,Camping grounds or off road,No,9,4,3,0,1
365,2013,Struck Pedestrian,Not at intersection,Other injury accident,Not known,No,31,18,12,0,0
366,2013,Struck Pedestrian,Not at intersection,Other injury accident,Other speed limit,No,2,1,1,0,0
367,2013,Struck Pedestrian,Not at intersection,Serious injury accident,100 km/hr,No,6,3,2,0,1
368,2013,Struck Pedestrian,Not at intersection,Serious injury accident,30km/hr,No,2,1,1,0,0
369,2013,Struck Pedestrian,Not at intersection,Serious injury accident,40 km/hr,No,33,17,15,1,2
370,2013,Struck Pedestrian,Not at intersection,Serious injury accident,50 km/hr,No,88,48,35,6,8
371,2013,Struck Pedestrian,Not at intersection,Serious injury accident,60 km/hr,No,92,45,39,0,10
372,2013,Struck Pedestrian,Not at intersection,Serious injury accident,60 km/hr,Yes,6,1,1,0,0
373,2013,Struck Pedestrian,Not at intersection,Serious injury accident,70 km/hr,No,12,6,4,0,2
374,2013,Struck Pedestrian,Not at intersection,Serious injury accident,80 km/hr,No,14,8,6,0,1
375,2013,Struck Pedestrian,Not at intersection,Serious injury accident,Camping grounds or off road,No,4,2,2,0,0
376,2013,Struck Pedestrian,Not at intersection,Serious injury accident,Not known,No,10,5,4,0,1
377,2013,Struck Pedestrian,T intersection,Fatal accident,50 km/hr,No,2,1,1,0,0
378,2013,Struck Pedestrian,T intersection,Fatal accident,60 km/hr,No,4,2,2,0,0
379,2013,Struck Pedestrian,T intersection,Fatal accident,Not known,Yes,3,1,1,0,0
380,2013,Struck Pedestrian,T intersection,Other injury accident,40 km/hr,No,47,22,21,0,4
381,2013,Struck Pedestrian,T intersection,Other injury accident,50 km/hr,No,62,31,25,0,2
382,2013,Struck Pedestrian,T intersection,Other injury accident,60 km/hr,No,72,37,25,0,4
383,2013,Struck Pedestrian,T intersection,Other injury accident,70 km/hr,No,11,5,3,0,1
384,2013,Struck Pedestrian,T intersection,Other injury accident,80 km/hr,No,14,7,5,0,1
385,2013,Struck Pedestrian,T intersection,Other injury accident,Not known,No,17,9,4,0,0
386,2013,Struck Pedestrian,T intersection,Other injury accident,Other speed limit,No,3,1,0,0,0
387,2013,Struck Pedestrian,T intersection,Serious injury accident,40 km/hr,No,9,5,3,0,0
388,2013,Struck Pedestrian,T intersection,Serious injury accident,50 km/hr,No,47,23,18,1,3
389,2013,Struck Pedestrian,T intersection,Serious injury accident,60 km/hr,No,59,28,22,1,7
390,2013,Struck Pedestrian,T intersection,Serious injury accident,70 km/hr,No,19,8,8,0,1
391,2013,Struck Pedestrian,T intersection,Serious injury accident,Camping grounds or off road,No,4,2,2,0,1
392,2013,Struck Pedestrian,T intersection,Serious injury accident,Not known,No,6,3,2,0,0
393,2013,Struck Pedestrian,Y intersection,Other injury accident,50 km/hr,No,2,2,1,0,0
394,2013,Struck animal,Multiple intersection,Other injury accident,100 km/hr,No,1,1,1,0,0
395,2013,Struck animal,Not at intersection,Other injury accident,100 km/hr,No,41,32,25,2,4
396,2013,Struck animal,Not at intersection,Other injury accident,110 km/hr,No,4,2,2,0,0
397,2013,Struck animal,Not at intersection,Other injury accident,70 km/hr,No,3,2,1,0,0
398,2013,Struck animal,Not at intersection,Other injury accident,80 km/hr,No,1,1,0,0,0
399,2013,Struck animal,Not at intersection,Other injury accident,Not known,No,2,2,0,0,0
400,2013,Struck animal,Not at intersection,Serious injury accident,100 km/hr,No,19,14,12,0,2
401,2013,Struck animal,Not at intersection,Serious injury accident,100 km/hr,Yes,1,1,0,0,0
402,2013,Struck animal,Not at intersection,Serious injury accident,40 km/hr,No,1,1,0,0,0
403,2013,Struck animal,Not at intersection,Serious injury accident,50 km/hr,No,1,1,0,0,0
404,2013,Struck animal,Not at intersection,Serious injury accident,60 km/hr,No,1,1,0,0,0
405,2013,Struck animal,Not at intersection,Serious injury accident,80 km/hr,No,5,2,3,0,1
406,2013,Struck animal,Not at intersection,Serious injury accident,Not known,No,2,2,0,0,0
407,2013,Struck animal,T intersection,Other injury accident,100 km/hr,No,3,2,1,0,1
408,2013,Struck animal,T intersection,Other injury accident,60 km/hr,No,1,1,1,0,1
409,2013,Struck animal,T intersection,Other injury accident,Not known,No,2,1,0,0,0
410,2013,Struck animal,T intersection,Serious injury accident,100 km/hr,No,2,2,0,0,0
411,2013,Struck animal,T intersection,Serious injury accident,80 km/hr,No,3,3,1,0,0
412,2013,Vehicle overturned (no collision),Cross intersection,Other injury accident,100 km/hr,No,5,4,3,0,1
413,2013,Vehicle overturned (no collision),Cross intersection,Other injury accident,40 km/hr,No,2,1,1,0,0
414,2013,Vehicle overturned (no collision),Cross intersection,Other injury accident,50 km/hr,No,5,4,2,0,0
415,2013,Vehicle overturned (no collision),Cross intersection,Other injury accident,60 km/hr,No,14,11,3,0,2
416,2013,Vehicle overturned (no collision),Cross intersection,Other injury accident,80 km/hr,No,5,4,2,0,0
417,2013,Vehicle overturned (no collision),Cross intersection,Serious injury accident,100 km/hr,No,3,3,2,0,0
418,2013,Vehicle overturned (no collision),Cross intersection,Serious injury accident,40 km/hr,No,2,1,1,0,0
419,2013,Vehicle overturned (no collision),Cross intersection,Serious injury accident,60 km/hr,No,6,6,1,0,0
420,2013,Vehicle overturned (no collision),Cross intersection,Serious injury accident,80 km/hr,No,3,3,2,0,0
421,2013,Vehicle overturned (no collision),Cross intersection,Serious injury accident,Not known,No,4,3,1,0,0
422,2013,Vehicle overturned (no collision),Dead end,Other injury accident,50 km/hr,No,1,1,0,0,0
423,2013,Vehicle overturned (no collision),Dead end,Serious injury accident,60 km/hr,No,3,2,1,0,0
424,2013,Vehicle overturned (no collision),Multiple intersection,Other injury accident,60 km/hr,No,1,1,0,0,0
425,2013,Vehicle overturned (no collision),Multiple intersection,Other injury accident,80 km/hr,No,1,1,0,0,0
426,2013,Vehicle overturned (no collision),Multiple intersection,Serious injury accident,60 km/hr,No,3,2,0,0,0
427,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,100 km/hr,No,92,76,46,1,17
428,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,100 km/hr,Yes,2,2,2,0,1
429,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,110 km/hr,No,14,9,6,0,0
430,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,110 km/hr,Yes,1,1,1,0,0
431,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,40 km/hr,No,1,1,0,0,0
432,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,50 km/hr,No,13,9,3,0,0
433,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,60 km/hr,No,22,18,5,0,0
434,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,60 km/hr,Yes,5,5,3,0,1
435,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,70 km/hr,No,2,2,2,0,2
436,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,80 km/hr,No,20,16,11,0,6
437,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,80 km/hr,Yes,2,2,2,0,1
438,2013,Vehicle overturned (no collision),Not at intersection,Other injury accident,Not known,No,13,12,3,0,0
439,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,100 km/hr,No,58,53,27,1,8
440,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,100 km/hr,Yes,5,5,4,0,1
441,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,110 km/hr,No,6,6,4,1,1
442,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,40 km/hr,No,5,4,1,0,0
443,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,50 km/hr,No,3,3,0,0,0
444,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,50 km/hr,Yes,1,1,0,0,0
445,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,60 km/hr,No,10,6,3,0,0
446,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,60 km/hr,Yes,1,1,1,0,0
447,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,70 km/hr,No,2,2,1,0,0
448,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,70 km/hr,Yes,2,2,2,0,2
449,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,80 km/hr,No,10,10,3,0,1
450,2013,Vehicle overturned (no collision),Not at intersection,Serious injury accident,80 km/hr,Yes,2,2,2,0,0
